id,rh98
312,688.38416
313,2087.2378
314,1482.935
315,1391.6589
316,2836.2239
317,667.34625
318,2446.3474
319,728.8714
320,934.59064
321,1205.4092
322,586.8892
323,2172.7515
324,1485.429
325,2789.522
326,2023.7899
327,3112.9626
328,1760.1184
329,1409.0397
330,2171.4844
331,1883.5632
332,2495.6006
333,925.4443
334,1049.5483
335,1923.7906
336,1074.4761
337,1894.3099
338,2282.816
339,2716.0957
340,1413.0681
341,2285.122
342,2486.5347
343,2324.748
344,845.63556
345,1654.6235
346,757.6274
347,2255.1633
348,2421.8
349,1732.112
350,1834.9583
351,1178.3574
352,2638.3076
353,2046.3567
354,2306.7505
355,2881.0132
356,1069.2695
357,1677.7478
358,492.63864
359,1351.5022
360,2882.1375
361,2189.2632
362,3020.1326
363,2791.915
364,2043.1023
365,702.4141
366,1268.8044
367,2142.111
368,1915.6462
369,1866.6685
370,2534.3892
371,1844.2974
372,804.8837
373,1923.3269
374,2087.8486
375,2151.8428
376,2322.212
377,343.61862
378,744.9965
379,1480.6823
380,915.9921
381,1982.083
382,544.3161
383,2469.836
384,1912.5906
385,1820.3108
386,1697.5125
387,3423.5352
388,321.1526
389,2130.2751
390,1721.2998
391,2923.1963
392,2966.8809
393,1873.3674
394,1985.6238
395,389.0059
396,1494.9838
397,1846.9985
398,1924.5312
399,1536.0558
400,439.13834
401,2372.4443
402,1647.6111
403,2540.6438
404,1798.7183
405,1495.7876
406,1677.7979
407,1067.43
408,448.9301
409,449.90045
410,2477.5535
411,2367.5137
412,1982.2377
413,1508.9004
414,3144.935
415,1641.7036
416,2270.4038
417,2234.798
418,1867.7114
419,1489.4298
420,533.66675
421,2016.8711
422,1935.0216
423,1956.6299
424,1678.1776
425,1004.3465
426,1275.4142
427,729.56213
428,819.46136
429,1062.6367
430,2109.068
431,1386.4478
432,2280.2659
433,1732.2894
434,915.93463
435,2510.588
436,1369.6357
437,2286.3657
438,1360.0555
439,2114.1218
440,2054.2332
441,1838.9396
442,2352.3247
443,2215.638
444,1974.7732
445,2295.689
446,3462.4202
447,381.06497
448,2060.833
449,1169.023
450,2396.4292
451,2527.4395
452,1837.0157
453,1642.8159
454,906.578
455,1504.1843
456,2187.783
457,1826.4172
458,2077.2073
459,913.1148
460,1927.1182
461,1172.8322
462,2125.3716
463,2512.9673
464,1690.4849
465,1860.9287
466,2540.3599
467,1621.9646
468,1260.5967
469,2010.1014
470,1958.2135
471,1765.3483
472,1858.1052
473,1073.2544
474,1440.2245
475,1891.5413
476,280.79468
477,1553.1782
478,1573.0061
479,2138.5596
480,2393.3315
481,774.7518
482,331.49277
483,1607.3812
484,2411.982
485,1370.2363
486,460.80737
487,2318.0217
488,1100.75
489,687.22064
490,789.95746
491,1038.0714
492,1207.2366
493,1685.3779
494,831.5931
495,2592.1675
496,795.7781
497,1902.0116
498,411.23312
499,2365.7776
500,1948.8325
501,493.82034
502,496.20828
503,1535.9241
504,1038.7957
505,2746.8237
506,468.18884
507,2687.659
508,2321.1975
509,1154.4551
510,1199.2477
511,2167.7114
512,2512.6216
513,886.1198
514,2390.338
515,1456.2988
516,3180.2078
517,2531.9712
518,2581.4268
519,1878.0088
520,734.80853
521,324.75378
522,1556.1998
523,1940.5701
524,1188.4872
525,2641.8608
526,1745.2192
527,1337.3538
528,1535.8713
529,1047.6759
530,1629.5365
531,2287.3804
532,1167.6984
533,1820.2109
534,2034.3179
535,2589.4373
536,1096.171
537,1294.238
538,1309.3032
539,2468.928
540,1124.4609
541,1620.7605
542,2454.2478
543,1640.7837
544,2489.877
545,1362.6272
546,389.5438
547,2263.06
548,2762.8125
549,1646.5728
550,1604.8195
551,2737.6086
552,1393.6522
553,1479.1527
554,1672.4888
555,1643.6564
556,2549.8533
557,1199.0753
558,2116.986
559,1824.3713
560,1978.4661
561,514.5113
562,1027.8822
563,1633.9181
564,2339.712
565,1938.052
566,1789.6056
567,2274.8884
568,2715.2354
569,2146.249
570,769.5182
571,1292.7122
572,1933.5477
573,1727.3718
574,992.8475
575,2753.095
576,1358.2549
577,1933.4719
578,1954.7408
579,2658.3481
580,674.11414
581,2040.2925
582,1894.9738
583,1547.3088
584,1553.0714
585,2080.382
586,1490.069
587,2365.27
588,1470.4152
589,1753.706
590,1661.2664
591,1170.1552
592,2294.9116
593,2211.3364
594,327.9161
595,2044.196
596,3108.6396
597,437.04068
598,339.10425
599,1668.5873
600,2876.5857
601,1696.2307
602,1757.3445
603,2185.178
604,1179.5321
605,1942.8232
606,1647.4962
607,998.3581
608,2623.6792
609,2887.2563
610,398.81863
611,2109.454
612,1898.8186
613,802.07
614,1814.2812
615,2699.037
616,2239.1616
617,1906.4019
618,2667.1094
619,2730.2227
620,1830.0446
621,2384.374
622,1076.1422
623,1636.4109
624,1602.2235
625,1090.8202
626,2015.9084
627,1684.5803
628,2832.0425
629,1491.0146
630,1360.1526
631,1847.7424
632,2343.4854
633,2177.4163
634,1619.6206
635,3019.0078
636,1315.7465
637,2171.1316
638,3124.249
639,1688.9629
640,1082.9568
641,2097.8257
642,2202.8813
643,2819.4727
644,1873.2916
645,1546.8032
646,1453.437
647,2572.896
648,835.5253
649,2326.084
650,2370.3667
651,2238.8691
652,1030.4167
653,2366.8518
654,1400.7095
655,2345.5742
656,1541.1018
657,2302.484
658,926.7291
659,2223.6157
660,1971.2294
661,1965.2302
662,1247.6548
663,2430.5063
664,2007.2578
665,1614.5579
666,1632.5776
667,1331.7524
668,2063.4658
669,1512.5269
670,899.4246
671,362.9237
672,2645.4749
673,1142.7102
674,359.4797
675,1048.5394
676,2335.3884
677,2262.017
678,1541.5458
679,788.71136
680,1459.2236
681,1175.1848
682,1661.3907
683,1220.2698
684,1846.2368
685,1006.07355
686,523.23596
687,1731.5999
688,1690.6426
689,2356.5005
690,2824.3657
691,2710.7466
692,1590.4038
693,1175.9973
694,2247.236
695,1087.6279
696,1890.2024
697,2455.9917
698,1583.513
699,2033.4436
700,1683.7855
701,1822.1077
702,826.7286
703,2127.4146
704,1977.0833
705,2162.1335
706,802.47943
707,2004.9141
708,2290.3535
709,346.09464
710,1764.634
711,2712.4321
712,2829.1636
713,1960.8948
714,1031.8967
715,1625.9957
716,2190.0503
717,2601.4453
718,2382.48
719,1206.042
720,2064.1113
721,1883.1448
722,2249.5352
723,2474.3125
724,1183.2374
725,2932.939
726,1012.8287
727,1823.3608
728,1878.9359
729,1813.1428
730,1872.0377
731,2994.3752
732,3023.505
733,1437.7478
734,1974.1697
735,2379.8682
736,1354.2162
737,1842.9957
738,1260.7101
739,2610.5525
740,1476.1548
741,1114.8787
742,515.5536
743,1627.7585
744,1877.4263
745,2352.0718
746,2318.294
747,415.31702
748,2646.3357
749,1403.9468
750,1784.0927
751,792.0258
752,1598.7529
753,1478.5935
754,1275.1628
755,737.5998
756,2098.059
757,2189.8574
758,1316.5927
759,1748.5989
760,1053.2832
761,2213.704
762,1058.253
763,403.5847
764,1947.2386
765,2251.7507
766,800.6198
767,2453.2568
768,493.41812
769,2072.6543
770,2973.3503
771,958.6514
772,1671.0032
773,1938.4036
774,1763.5071
775,1004.2894
776,3261.312
777,740.008
778,888.3832
779,2426.347
780,2285.6733
781,1273.3054
782,1549.6128
783,1868.801
784,2405.9038
785,2188.6287
786,1248.5149
787,2631.185
788,1825.1123
789,1227.0828
790,1638.4099
791,1323.9257
792,2143.7756
793,2376.4058
794,2504.7666
795,1248.0073
796,630.5577
797,2080.05
798,1517.5691
799,736.8636
800,551.3747
801,2014.5878
802,1149.4307
803,1956.8647
804,1908.6367
805,1772.7659
806,2323.0146
807,2335.4507
808,425.088
809,1168.0461
810,437.1701
811,910.9976
812,2099.5117
813,2268.6128
814,1278.9988
815,933.20416
816,2203.754
817,2667.1616
818,1607.2262
819,1980.665
820,1749.5695
821,1747.1345
822,2220.92
823,1566.6096
824,1429.2603
825,3299.8193
826,2320.4346
827,1445.4634
828,378.14774
829,2056.727
830,2243.0967
831,1512.2954
832,386.33914
833,1551.246
834,2118.368
835,1488.8671
836,2553.8408
837,396.20013
838,2649.3955
839,775.3366
840,1023.1472
841,1503.3131
842,1146.2874
843,1485.3689
844,2091.4468
845,493.80704
846,2359.6223
847,1446.478
848,2542.718
849,1105.1188
850,2424.7932
851,1278.4447
852,2158.7668
853,253.82375
854,828.7278
855,3342.901
856,2399.4233
857,1603.5034
858,1662.1788
859,2467.0254
860,1960.8938
861,1451.8215
862,2819.7896
863,2315.7075
864,1807.7893
865,2629.9246
866,480.69766
867,1936.9878
868,2430.9526
869,2634.604
870,2473.6445
871,1373.7599
872,1773.7506
873,2121.4897
874,389.31702
875,2170.9211
876,2281.0117
877,467.77267
878,389.86517
879,2921.4062
880,1617.7765
881,1502.7063
882,1535.986
883,2509.5146
884,897.4695
885,2529.0645
886,1423.584
887,2088.0093
888,1124.9412
889,1791.7239
890,777.9729
891,2141.3286
892,1681.2368
893,2708.0024
894,1819.5566
895,2192.9097
896,2348.334
897,2193.88
898,1525.0734
899,1804.7236
900,1666.6245
901,1044.5916
902,1938.6421
903,637.43756
904,587.1122
905,2084.33
906,1850.044
907,1122.6362
908,2796.4297
909,2248.709
910,1628.5042
911,1784.9867
912,2482.0579
913,1170.4111
914,1620.8777
915,1488.0581
916,2274.2495
917,2822.907
918,2439.9846
919,1499.5029
920,670.1313
921,2218.3467
922,1850.6355
923,2842.48
924,2337.6743
925,1874.3384
926,366.7088
927,2671.6567
928,2267.8525
929,920.92126
930,1082.876
931,1939.7888
932,1293.2213
933,1055.9629
934,2848.6455
935,2228.3838
936,350.83127
937,1016.6668
938,2661.046
939,1332.4592
940,1191.634
941,2598.9575
942,344.54193
943,2828.6562
944,1391.682
945,1917.5352
946,454.3856
947,1568.1147
948,2231.265
949,1926.0212
950,506.93835
951,2279.2007
952,1339.2699
953,1536.5457
954,2368.8865
955,1749.4575
956,1452.3809
957,2861.081
958,1879.1091
959,1300.1431
960,2386.1858
961,2281.375
962,979.73444
963,1026.287
964,1973.4879
965,995.8992
966,1446.283
967,864.33374
968,2171.3564
969,2305.745
970,1444.2957
971,2862.9941
972,1218.667
973,897.36255
974,1448.9214
975,894.5555
976,1403.7915
977,2094.645
978,528.01654
979,1160.3887
980,1237.3947
981,1425.4363
982,1109.1459
983,2123.1804
984,1888.2415
985,1550.7327
986,1408.9075
987,1890.3627
988,2617.8271
989,1563.1401
990,645.73694
991,1062.37
992,1595.6958
993,1652.4929
994,2229.3691
995,1578.1104
996,694.77167
997,1097.7726
998,2351.5698
999,1803.5918
1000,1339.5939
1001,792.28143
1002,2386.413
1003,1623.9453
1004,273.70728
1005,1642.6012
1006,2351.972
1007,2086.1897
1008,429.09766
1009,2081.6172
1010,2034.4607
1011,794.835
1012,2059.3135
1013,2168.6018
1014,587.2406
1015,1526.3723
1016,1600.4937
1017,2637.9766
1018,1912.606
1019,1791.8341
1020,1631.376
1021,1935.5944
1022,994.4101
1023,1298.1549
1024,1594.3875
1025,1559.0775
1026,2788.2659
1027,1298.3989
1028,2203.3677
1029,2602.412
1030,326.37186
1031,437.545
1032,2941.608
1033,2229.182
1034,1036.421
1035,1949.7323
1036,2311.6619
1037,2639.3716
1038,2596.8267
1039,688.6313
1040,459.4432
1041,1590.5854
1042,1628.7849
1043,2715.1333
1044,1006.48505
1045,1676.4983
1046,1840.4939
1047,2509.6577
1048,1530.2673
1049,2443.4329
1050,1672.8684
1051,1081.6494
1052,2241.482
1053,858.47754
1054,2046.3578
1055,1832.1841
1056,1086.4207
1057,1241.8417
1058,1599.5715
1059,1687.2316
1060,2842.0264
1061,380.90604
1062,1377.0347
1063,1396.8918
1064,1622.9596
1065,2028.811
1066,1900.0286
1067,424.89175
1068,2362.4785
1069,1760.7542
1070,1889.2385
1071,1562.5686
1072,1945.1174
1073,2543.801
1074,3228.5107
1075,1387.0139
1076,547.9341
1077,2475.1074
1078,912.15436
1079,2044.2349
1080,1486.947
1081,2553.4639
1082,2091.8196
1083,846.1118
1084,1278.7339
1085,1678.8721
1086,434.99527
1087,368.55484
1088,2776.3445
1089,1892.5596
1090,2640.226
1091,412.32605
1092,2639.0981
1093,2372.5833
1094,2347.8718
1095,2709.275
1096,2553.1553
1097,2341.5186
1098,639.156
1099,1754.0488
1100,2475.3345
1101,1098.5049
1102,445.47952
1103,3004.631
1104,1503.3374
1105,3016.3145
1106,2761.4731
1107,1148.508
1108,1469.1895
1109,1771.6226
1110,476.6831
1111,2478.731
1112,1708.8026
1113,2749.624
1114,729.91425
1115,764.2862
1116,1363.6316
1117,1857.6609
1118,2132.2888
1119,2354.028
1120,1199.499
1121,1601.2822
1122,808.50385
1123,2062.4917
1124,1613.6837
1125,1028.2012
1126,2257.7612
1127,963.10187
1128,358.16437
1129,1582.2096
1130,2718.5027
1131,2708.4287
1132,1259.6304
1133,413.39053
1134,2167.3474
1135,2294.045
1136,2102.0713
1137,2439.1665
1138,1620.9868
1139,1206.3638
1140,1069.0564
1141,638.0826
1142,784.15
1143,1349.1941
1144,336.42087
1145,1656.2493
1146,2054.8567
1147,816.7111
1148,783.1906
1149,1950.5168
1150,576.11786
1151,1160.6387
1152,1652.342
1153,705.6546
1154,1350.5957
1155,3406.9045
1156,1050.5234
1157,2004.1719
1158,1713.8672
1159,2212.3872
1160,2751.2441
1161,2625.13
1162,2245.519
1163,531.85785
1164,425.97836
1165,1407.6711
1166,2078.2627
1167,2074.7197
1168,451.76843
1169,1192.8011
1170,1773.2373
1171,1422.2493
1172,2584.3652
1173,1752.294
1174,1535.6926
1175,2196.3188
1176,1770.2966
1177,1623.3672
1178,818.7471
1179,1721.8337
1180,2311.441
1181,1899.4109
1182,2036.6235
1183,2584.1494
1184,1147.6196
1185,1595.4336
1186,355.73932
1187,1340.0005
1188,2422.9045
1189,2245.8708
1190,401.6882
1191,665.3498
1192,1432.0247
1193,354.84586
1194,1789.7742
1195,2105.816
1196,1745.4827
1197,2064.2856
1198,1965.0686
1199,1789.2366
1200,477.837
1201,2012.8865
1202,1930.9956
1203,2409.544
1204,2274.9683
1205,1849.9248
1206,1484.5411
1207,1311.975
1208,1638.8082
1209,2416.4426
1210,593.6578
1211,1748.0042
1212,2761.1445
1213,2140.7798
1214,1821.6302
1215,1718.9181
1216,882.92535
1217,1208.6874
1218,1909.9062
1219,1663.9587
1220,2014.6492
1221,1275.7031
1222,441.89978
1223,2558.8113
1224,1906.5721
1225,1517.9094
1226,1695.3638
1227,1265.94
1228,2900.9995
1229,2234.649
1230,1555.9631
1231,1329.3497
1232,792.94684
1233,2897.7256
1234,2070.5007
1235,2027.9453
1236,1299.4181
1237,2119.0605
1238,572.2591
1239,2572.0312
1240,2445.5566
1241,991.93225
1242,2154.2148
1243,1388.082
1244,1933.6992
1245,585.42163
1246,1168.657
1247,2733.706
1248,2172.3672
1249,2188.5012
1250,1804.1549
1251,951.1093
1252,1246.1996
1253,2111.4438
1254,2472.086
1255,2148.0032
1256,2134.9092
1257,2556.5078
1258,2500.343
1259,491.025
1260,1944.7339
1261,1423.7415
1262,1764.0798
1263,3048.4922
1264,2005.8501
1265,2395.851
1266,1016.75195
1267,1735.3455
1268,1710.7798
1269,2367.8735
1270,1665.8247
1271,429.60947
1272,1179.0917
1273,1656.7634
1274,2797.9275
1275,2056.3145
1276,2188.4675
1277,2406.5266
1278,2344.4224
1279,2167.5435
1280,2196.6233
1281,2535.4153
1282,797.7399
1283,2276.1736
1284,1897.0142
1285,3196.588
1286,379.31085
1287,1088.4502
1288,1872.2821
1289,2744.9336
1290,2111.0889
1291,1513.7488
1292,1683.8512
1293,2454.7698
1294,2152.428
1295,2015.208
1296,1961.1589
1297,2278.8013
1298,969.4378
1299,2328.8865
1300,786.5397
1301,718.28394
1302,1140.579
1303,2461.0078
1304,2312.5225
1305,1045.2588
1306,1288.7734
1307,2253.9617
1308,1003.9168
1309,1558.3806
1310,377.3546
1311,691.8002
1312,2382.2485
1313,323.29425
1314,1294.809
1315,1749.2347
1316,670.1242
1317,1199.5599
1318,2258.835
1319,490.19858
1320,2052.112
1321,1558.4519
1322,1145.6837
1323,1789.8152
1324,1833.4453
1325,439.87567
1326,2251.335
1327,1956.5845
1328,1192.4951
1329,2363.9976
1330,2122.79
1331,2066.4614
1332,1700.1052
1333,2116.037
1334,2067.8438
1335,1947.1243
1336,443.71558
1337,2351.8967
1338,1890.65
1339,1983.1597
1340,724.5363
1341,1338.3164
1342,2504.9163
1343,2117.979
1344,1342.896
1345,1492.3044
1346,1964.9071
1347,1945.3044
1348,2576.6448
1349,1208.4211
1350,2256.247
1351,1652.4868
1352,2070.6006
1353,437.97186
1354,1447.9458
1355,1536.5717
1356,1520.9224
1357,1539.9537
1358,2599.3335
1359,648.5187
1360,539.82025
1361,2173.7805
1362,2907.149
1363,2511.481
1364,322.11188
1365,2761.794
1366,2770.669
1367,2277.911
1368,433.1528
1369,2778.9365
1370,1648.2794
1371,2319.581
1372,1486.6857
1373,1863.4968
1374,1369.0854
1375,517.3902
1376,1207.2969
1377,2297.8135
1378,1319.4197
1379,1702.9761
1380,2258.7966
1381,2232.623
1382,1879.7101
1383,455.2291
1384,2675.2983
1385,1218.8284
1386,2348.1543
1387,2663.1895
1388,1361.3757
1389,1477.6418
1390,930.6754
1391,2881.6338
1392,2526.6787
1393,2010.0227
1394,1653.9774
1395,2704.631
1396,1115.1313
1397,1715.4961
1398,2763.4893
1399,1622.2806
1400,3002.3218
1401,2101.347
1402,2313.6367
1403,1867.866
1404,1534.4202
1405,2784.6428
1406,1714.9563
1407,1860.3438
1408,286.09326
1409,1163.3342
1410,2386.315
1411,2041.0173
1412,1416.7618
1413,310.69812
1414,1534.5256
1415,2156.7385
1416,1802.915
1417,1841.2622
1418,1324.344
1419,2409.6145
1420,2255.448
1421,1067.4542
1422,1719.2959
1423,1670.3324
1424,1824.5858
1425,1887.9667
1426,1929.7778
1427,1219.6934
1428,1460.1421
1429,2981.9814
1430,529.7449
1431,2452.5005
1432,2071.9165
1433,2145.1533
1434,2016.6792
1435,1777.5957
1436,2251.3784
1437,2135.3755
1438,762.27686
1439,1464.7083
1440,2010.6227
1441,713.45605
1442,1597.9918
1443,2258.3962
1444,3079.1782
1445,691.4122
1446,2292.7268
1447,635.0623
1448,2001.4943
1449,2120.0383
1450,1483.557
1451,954.9959
1452,1181.3656
1453,1470.7003
1454,577.73004
1455,1313.9974
1456,1695.4597
1457,452.63116
1458,467.26587
1459,2206.5784
1460,1389.6757
1461,1082.3069
1462,564.9324
1463,1793.9567
1464,2566.5752
1465,1633.9897
1466,1592.2366
1467,1278.5994
1468,428.7094
1469,2868.4546
1470,2649.2744
1471,1940.0574
1472,361.67078
1473,1822.0143
1474,1862.2969
1475,2315.0457
1476,2713.755
1477,1343.34
1478,2132.5903
1479,716.0287
1480,2067.3535
1481,2669.7605
1482,1756.1282
1483,2211.3352
1484,1351.4801
1485,1628.1738
1486,1506.9457
1487,1690.1499
1488,3128.2485
1489,3050.025
1490,2782.969
1491,1911.6296
1492,2133.6924
1493,2813.1777
1494,1775.3313
1495,1950.2283
1496,1800.2261
1497,1144.5282
1498,1706.1034
1499,773.444
1500,2702.2988
1501,2785.477
1502,3282.415
1503,396.46588
1504,1597.5098
1505,1215.7188
1506,1693.1729
1507,472.14157
1508,2004.9355
1509,3375.3013
1510,1844.0907
1511,909.8155
1512,1906.5427
1513,1178.5535
1514,2515.8242
1515,1026.846
1516,2501.832
1517,2127.4143
1518,1511.9668
1519,679.859
1520,1081.7689
1521,1420.3528
1522,2475.4636
1523,1388.057
1524,363.1855
1525,2655.726
1526,2170.9214
1527,847.42114
1528,2096.1787
1529,2932.4766
1530,1024.972
1531,869.725
1532,1286.1033
1533,1040.2218
1534,1146.7847
1535,2202.4993
1536,757.472
1537,1570.9364
1538,433.42313
1539,2192.8208
1540,2371.6196
1541,770.0793
1542,1063.2045
1543,1752.9438
1544,1102.2358
1545,1785.29
1546,1002.94904
1547,2068.296
1548,1534.9933
1549,2357.7808
1550,1441.8132
1551,2309.9878
1552,1021.1202
1553,466.02042
1554,1023.445
1555,1756.9507
1556,2138.3135
1557,2270.4292
1558,1161.2921
1559,1812.2219
1560,1985.8762
1561,1959.1243
1562,1787.4529
1563,855.69446
1564,1501.7755
1565,2197.39
1566,1819.6106
1567,2614.1992
1568,2021.1644
1569,1062.8586
1570,2178.0576
1571,674.4976
1572,2302.709
1573,329.11685
1574,1373.0616
1575,983.94147
1576,2090.7441
1577,904.68097
1578,376.54233
1579,2081.9233
1580,1710.3837
1581,1745.9766
1582,3539.053
1583,2881.856
1584,2286.63
1585,2729.2268
1586,2161.2754
1587,1106.7606
1588,930.2144
1589,2453.6887
1590,1994.1975
1591,2009.9148
1592,1816.2463
1593,2041.9553
1594,1502.4778
1595,1777.902
1596,2041.782
1597,502.15176
1598,2052.294
1599,1575.1501
1600,587.95197
1601,1677.0828
1602,1944.7783
1603,1398.408
1604,2290.2832
1605,1324.4731
1606,3050.497
1607,1935.9072
1608,2103.5996
1609,2337.168
1610,2349.66
1611,950.1607
1612,2682.0718
1613,2497.9805
1614,2200.851
1615,960.1071
1616,1626.1355
1617,1154.8011
1618,1830.4236
1619,2092.394
1620,2819.2612
1621,2199.5889
1622,1435.605
1623,1444.9111
1624,2006.0293
1625,1899.8135
1626,1852.6653
1627,1821.231
1628,401.95642
1629,1609.4158
1630,1950.1865
1631,1256.4185
1632,1596.1675
1633,2969.8467
1634,2045.9128
1635,2531.941
1636,1871.9998
1637,1332.4045
1638,2220.9011
1639,992.6866
1640,2052.0618
1641,1887.2375
1642,989.3333
1643,1325.2527
1644,2117.7031
1645,2728.0073
1646,2039.9636
1647,1235.9147
1648,1255.1174
1649,3065.6416
1650,1823.6719
1651,1273.1958
1652,2039.175
1653,2409.1633
1654,677.0337
1655,1847.5349
1656,2709.9082
1657,878.5057
1658,1887.6743
1659,1174.3488
1660,2076.722
1661,905.96655
1662,2179.8806
1663,676.9797
1664,976.1788
1665,1322.2405
1666,2600.4756
1667,327.34897
1668,1777.038
1669,2150.3904
1670,2406.4844
1671,1137.3545
1672,1565.973
1673,871.3464
1674,604.3762
1675,1351.6381
1676,1851.3068
1677,1854.4568
1678,2495.8984
1679,1354.2614
1680,479.68878
1681,1545.303
1682,1003.3248
1683,2827.9114
1684,2869.4253
1685,1551.6116
1686,1204.3506
1687,1530.156
1688,576.1029
1689,2513.474
1690,2995.4746
1691,2758.1787
1692,993.05206
1693,459.57166
1694,2836.7249
1695,2889.6375
1696,3134.6309
1697,2433.4187
1698,672.47015
1699,468.98773
1700,2061.4595
1701,2745.3345
1702,778.25
1703,3070.0996
1704,1176.3623
1705,2158.999
1706,579.86444
1707,682.37463
1708,1723.1562
1709,959.19586
1710,1706.2349
1711,1103.9596
1712,2034.6896
1713,857.1824
1714,945.52625
1715,2282.4521
1716,1608.9678
1717,1567.7332
1718,1646.5394
1719,863.1247
1720,2091.2114
1721,2751.3833
1722,887.0562
1723,2109.6514
1724,737.5244
1725,1923.4299
1726,903.96405
1727,1632.6941
1728,2389.374
1729,846.0693
